From,To,Distance
"Catia La Mar, Venezuela","Barranquilla, Colombia",524
"Catia La Mar, Venezuela","Panama, Panama",873
"Catia La Mar, Venezuela","Port Of Spain, Trinidad",335
"Catia La Mar, Venezuela","San Juan, Puerto Rico",556
"Catia La Mar, Venezuela",Yucatan Channel,1240
"Cayman Brac, Cayman Islands","Accra, Ghana",4899
"Cayman Brac, Cayman Islands","Boston, Massachusetts, United States",1823
"Cayman Brac, Cayman Islands","Cape Of Good Hope, South Africa",6522
"Cayman Brac, Cayman Islands","Cape Town, South Africa",6512
"Cayman Brac, Cayman Islands","Colon, Panama",621
"Cayman Brac, Cayman Islands",Grand Banks South,2162
"Cayman Brac, Cayman Islands","New York, New York, United States",1898
"Cayman Brac, Cayman Islands","Panama, Panama",649
"Cayman Brac, Cayman Islands","Port Of Spain, Trinidad",1194
"Cayman Brac, Cayman Islands","Punta Arenas, Chile",6686
"Cayman Brac, Cayman Islands","Recife, Brazil",3278
"Cayman Brac, Cayman Islands","Savannah, Georgia, United States",1333
"Cayman Brac, Cayman Islands",Strait Of Gibraltar,4017
"Cayman Brac, Cayman Islands",Yucatan Channel,316
"Cebu, Philippines","Apra, Guam",1344
"Cebu, Philippines","Apra, Guam, Mariana Islands",1344
"Cebu, Philippines","Bataan, Philippines",390
"Cebu, Philippines","Batangas, Luzon, Philippines",309
"Cebu, Philippines","Batangas, Philippines",309
"Cebu, Philippines","Beihai, China",1220
"Cebu, Philippines","Dagu, China",1907
"Cebu, Philippines","Dalian, China",1764
"Cebu, Philippines","Danang, Vietnam",1049
"Cebu, Philippines","Davao, Philippines",439
"Cebu, Philippines","General Santos City, Philippines",450
"Cebu, Philippines","Haiphong, Vietnam",1331
"Cebu, Philippines","Hakodate, Japan",2177
"Cebu, Philippines","Ho Chi Minh, Vietnam",1152
"Cebu, Philippines",Hong Kong,960
"Cebu, Philippines","Honolulu, Hawaii, United States",4610
"Cebu, Philippines","Iloilo, Panay, Philippines",176
"Cebu, Philippines","Iloilo, Philippines",176
"Cebu, Philippines","Incheon, South Korea",1656
"Cebu, Philippines","Incheon, South Korea",1656
"Cebu, Philippines","Jakarta, Indonesia",1563
"Cebu, Philippines","Kobe, Japan",1601
"Cebu, Philippines","Kota Kinabalu, Malaysia",589
"Cebu, Philippines","Lo Hsing-Ta Mao-Ti, China",1051
"Cebu, Philippines","Lo-Hsing-Ta Mao-Ti, China",1051
"Cebu, Philippines","Manila, Philippines",391
"Cebu, Philippines","Masbate, Philippines",183
"Cebu, Philippines","Nagasaki, Japan",1406
"Cebu, Philippines","Panjang, Indonesia",1654
"Cebu, Philippines","Petropavlovsk- Kamchatskiy, Russia",3101
"Cebu, Philippines","Petropavlovsk-Kamchatskiy, Russia",3101
"Cebu, Philippines","Portland, Oregon, United States",6001
"Cebu, Philippines","Pulupandan, Philippines",225
"Cebu, Philippines","Selat Lombok, Indonesia",1278
"Cebu, Philippines","Shanghai, China",1322
"Cebu, Philippines","Shantou, China",952
"Cebu, Philippines","Shimonoseki, Japan",1547
"Cebu, Philippines","Sibu, Malaysia",1049
"Cebu, Philippines",Singapore,1355
"Cebu, Philippines","Tan-Shui, Taiwan",1006
"Cebu, Philippines","Tawau, Malaysia",557
"Cebu, Philippines","Vladivostok, Russia",2026
"Cebu, Philippines","Weihai, China",1679
"Cebu, Philippines","Xiamen, China",965
"Cebu, Philippines","Yantai, China",1713
"Cebu, Philippines","Yokohama, Japan",1766
"Cebu, Philippines","Yokoshima, Japan",1571
"Cebu, Philippines","Zamboanga, Philippines",260
"Ceuta, Morocco","Alexandria, Egypt",1802
"Ceuta, Morocco","Algiers, Algeria",417
"Ceuta, Morocco","Alicante, Spain",299
"Ceuta, Morocco","Ancona, Italy",1561
"Ceuta, Morocco","Annaba, Algeria",656
"Ceuta, Morocco","Arbatax, Italy",784
"Ceuta, Morocco","Argostolion, Greece",1268
"Ceuta, Morocco","Banghazi, Libya",1336
"Ceuta, Morocco","Banzart, Tunisia",750
"Ceuta, Morocco","Barcelona, Spain",515
"Ceuta, Morocco","Bari, Italy",1354
"Ceuta, Morocco","Beirut, Lebanon",2014
"Ceuta, Morocco","Brindisi, Italy",1296
"Ceuta, Morocco","Cagliari, Sardinia",731
"Ceuta, Morocco","Cartagena, Spain",240
"Ceuta, Morocco","Casablanca, Morocco",189
"Ceuta, Morocco","Dhekelia, Cyprus",1921
"Ceuta, Morocco","Genova, Italy",849
"Ceuta, Morocco","Haifa, Israel",2012
"Ceuta, Morocco","Iraklion, Kriti",1496
"Ceuta, Morocco","Istanbul, Turkey",1785
"Ceuta, Morocco","Izmir, Turkey",1630
"Ceuta, Morocco","Kali Limenes, Kriti, Greece",1478
"Ceuta, Morocco","La Spezia, Italy",872
"Ceuta, Morocco","Livorno, Italy",868
"Ceuta, Morocco","Mahon, Balearic Islands",388
"Ceuta, Morocco","Marseille, France",692
"Ceuta, Morocco","Melilla, Morocco",131
"Ceuta, Morocco","Messina, Sicily",1029
"Ceuta, Morocco","Messina, Sicily, Italy",1029
"Ceuta, Morocco","Napoli, Italy",982
"Ceuta, Morocco","Odessa, Ukraine",2133
"Ceuta, Morocco","Oran, Algeria",232
"Ceuta, Morocco","Palermo, Sicily",921
"Ceuta, Morocco","Palermo, Sicily, Italy",921
"Ceuta, Morocco","Palma, Balearic Islands",452
"Ceuta, Morocco","Piraievs, Greece",1431
"Ceuta, Morocco","Port Said, Egypt",1923
"Ceuta, Morocco","Ravenna, Italy",1613
"Ceuta, Morocco","Rhodes, Greece",1631
"Ceuta, Morocco","Rijeka, Croatia",1628
"Ceuta, Morocco","Savona, Italy",834
"Ceuta, Morocco","Sibenik, Croatia",1502
"Ceuta, Morocco","Siracusa, Sicily",1035
"Ceuta, Morocco","Siracusa, Sicily, Italy",1035
"Ceuta, Morocco","Split, Croatia",1487
"Ceuta, Morocco","St. Louis Du Rhone, France",685
"Ceuta, Morocco",Strait Of Gibraltar,23
"Ceuta, Morocco","Tangier, Morocco",29
"Ceuta, Morocco","Tarabulus, Libya",1074
"Ceuta, Morocco","Taranto, Italy",1249
"Ceuta, Morocco","Thessaloniki, Greece",1679
"Ceuta, Morocco","Toulon, France",704
"Ceuta, Morocco","Trieste, Italy",1662
"Ceuta, Morocco","Tunis, Tunisia",801
"Ceuta, Morocco","Valencia, Spain",385
"Ceuta, Morocco","Valletta, Malta",986
"Ceuta, Morocco","Venezia, Italy",1672
"Ceuta, Morocco","Volos, Greece",1620
"Chah Bahar, Iran","Aden, Yemen",1276
"Chah Bahar, Iran","Al Basrah, Iraq",802
"Chah Bahar, Iran","Cape Leeuwin, Australia",4746
"Chah Bahar, Iran","Cape Of Good Hope, South Africa",4862
"Chah Bahar, Iran","Colombo, Sri Lanka",1578
"Chah Bahar, Iran","Karachi, Pakistan",357
"Chah Bahar, Iran","Port Said, Egypt",2626
"Chah Bahar, Iran","Selat Lombok, Indonesia",3972
"Chah Bahar, Iran","Selat Sunda, Indonesia",3351
"Chah Bahar, Iran",Singapore,3144
"Chah Bahar, Iran","Torres Strait, Australia",5543
"Chalna, Bangladesh","Penang, Malaysia",1228
"Chalna, Bangladesh","Port Said, Egypt",4705
"Chalna, Bangladesh",Singapore,1578
"Chalna, Mungla Anchorage, Bangladesh","Calcutta, India",288
"Chalna, Mungla Anchorage, Bangladesh","Cape Of Good Hope, South Africa",5458
"Chalna, Mungla Anchorage, Bangladesh","Penang, Malaysia",1228
"Chalna, Mungla Anchorage, Bangladesh","Port Said, Egypt",4705
"Chalna, Mungla Anchorage, Bangladesh",Singapore,1578
"Champerico, Guatemala","Acapulco, Mexico",494
"Champerico, Guatemala","Brito, Nicaragua",399
"Champerico, Guatemala","Mazatlan, Mexico",1078
"Champerico, Guatemala","Panama, Panama",954
"Chanaral, Chile","Antofagasta, Chile",173
"Chanaral, Chile","Arica, Chile",478
"Chanaral, Chile","Valparaiso, Chile",416
"Chang-Kan, China","Haiphong, Vietnam",156
"Chang-Kan, China","Ho Chi Minh, Vietnam",708
"Chang-Kan, China",Hong Kong,408
"Chang-Kan, China","Kao-Hsiung Kang, Taiwan",811
"Chang-Kan, China","Selat Sunda, Indonesia",1588
"Changjon, North Korea","Maizuru, Japan",411
"Changjon, North Korea","Shimonoseki, Japan",337
"Changjon, North Korea","Vladivostok, Russia",319
"Charleston, South Carolina, United States","Antilla, Cuba",813
"Charleston, South Carolina, United States","Apapa, Nigeria",5070
"Charleston, South Carolina, United States","Argentia, Canada",1489
"Charleston, South Carolina, United States","Arkhangel’Sk, Russia",4692
"Charleston, South Carolina, United States","Aveiro, Portugal",3360
"Charleston, South Carolina, United States","Banes, Cuba",802
"Charleston, South Carolina, United States","Barranquilla, Colombia",1391
"Charleston, South Carolina, United States","Belem, Brazil",2786
"Charleston, South Carolina, United States","Bishop Rock, England",3375
"Charleston, South Carolina, United States","Bocas Del Toro, Panama",1638
"Charleston, South Carolina, United States","Bordeaux, France",3683
"Charleston, South Carolina, United States","Brest, France",3465
"Charleston, South Carolina, United States","Bridgetown, Barbados",1628
"Charleston, South Carolina, United States","Buenos Aires, Argentina",5817
"Charleston, South Carolina, United States","Cadiz, Spain",3563
"Charleston, South Carolina, United States","Cape Of Good Hope, South Africa",6838
"Charleston, South Carolina, United States","Cape Town, South Africa",6830
"Charleston, South Carolina, United States","Cartagena, Colombia",1443
"Charleston, South Carolina, United States","Charlotte Amalie, St. Thomas, Virgin Islands",1192
"Charleston, South Carolina, United States","Charlotte Amalie, Virgin Islands",1192
"Charleston, South Carolina, United States","Charlottetown, Canada",1313
"Charleston, South Carolina, United States","Cienfuegos, Cuba",1104
"Charleston, South Carolina, United States","Colon, Panama",1564
"Charleston, South Carolina, United States","Dakar, Senegal",3557
"Charleston, South Carolina, United States","Elizabeth Harbor, Bahamas",610
"Charleston, South Carolina, United States","Fastnet Rock, Ireland",3262
"Charleston, South Carolina, United States","Gibara, Cuba",806
"Charleston, South Carolina, United States","Guantanamo, Cuba",900
"Charleston, South Carolina, United States","Halifax, Canada",1077
"Charleston, South Carolina, United States","Inishtrahull, Ireland",3360
"Charleston, South Carolina, United States","Kingston, Jamaica",1064
"Charleston, South Carolina, United States","La Guaira, Venezuela",1549
"Charleston, South Carolina, United States","La Habana, Cuba",648
"Charleston, South Carolina, United States","Lagos, Nigeria",5065
"Charleston, South Carolina, United States","Las Palmas, Canary Islands",3341
"Charleston, South Carolina, United States","Limon, Costa Rica",1637
"Charleston, South Carolina, United States","Lisboa, Portugal",3397
"Charleston, South Carolina, United States","Manzanillo, Cuba",1105
"Charleston, South Carolina, United States","Maracaibo, Venezuela",1467
"Charleston, South Carolina, United States","Montevideo, Uruguay",5708
"Charleston, South Carolina, United States","Montreal, Canada",1940
"Charleston, South Carolina, United States","Nassau, Bahamas",507
"Charleston, South Carolina, United States","Nassau, Bahamas",507
"Charleston, South Carolina, United States","Nuevitas, Cuba",763
"Charleston, South Carolina, United States","Panama, Panama",1607
"Charleston, South Carolina, United States","Pentland Firth, Scotland",3540
"Charleston, South Carolina, United States","Pointe A Pitre, Guadeloupe",1443
"Charleston, South Carolina, United States","Ponce, Puerto Rico",1168
"Charleston, South Carolina, United States","Ponta Delgada, Azores",2644
"Charleston, South Carolina, United States","Port Antonio, Jamaica",1013
"Charleston, South Carolina, United States","Port Au Prince, Haiti",961
"Charleston, South Carolina, United States","Port Castries, St. Lucia",1532
"Charleston, South Carolina, United States","Port Of Spain, Trinidad",1682
"Charleston, South Carolina, United States","Puerto Vita, Cuba",814
"Charleston, South Carolina, United States","Punta Arenas, Chile",6898
"Charleston, South Carolina, United States","Recife, Brazil",3649
"Charleston, South Carolina, United States","Ribadeo, Spain",3388
"Charleston, South Carolina, United States","Rio De Janeiro, Brazil",4717
"Charleston, South Carolina, United States","Salvador, Brazil",4040
"Charleston, South Carolina, United States","San Juan, Puerto Rico",1138
"Charleston, South Carolina, United States","Santa Cruz De Tenerife, Canary Islands",3275
"Charleston, South Carolina, United States","Santa Marta, Colombia",1373
"Charleston, South Carolina, United States","Santiago De Cuba, Cuba",952
"Charleston, South Carolina, United States","Santo Domingo, Dominican Republic",1190
"Charleston, South Carolina, United States","Santos, Brazil",4908
"Charleston, South Carolina, United States","Sao Francisco Do Sul, Brazil",5103
"Charleston, South Carolina, United States",Strait Of Gibraltar,3613
"Charleston, South Carolina, United States","Straits Of Florida, United States",637
"Charleston, South Carolina, United States","Willemstad, Curacao",1446
"Charleston, South Carolina, United States",Yucatan Channel,819
"Charlotte Amalie, St. Thomas, Virgin Islands","Baltimore, Maryland, United States",1417
"Charlotte Amalie, St. Thomas, Virgin Islands","Belem, Brazil",1598
"Charlotte Amalie, St. Thomas, Virgin Islands","Belize, Belize",1368
"Charlotte Amalie, St. Thomas, Virgin Islands","Bishop Rock, England",3369
"Charlotte Amalie, St. Thomas, Virgin Islands","Boston, Massachusetts, United States",1513
"Charlotte Amalie, St. Thomas, Virgin Islands","Bridgetown, Barbados",442
"Charlotte Amalie, St. Thomas, Virgin Islands","Brunswick, Georgia, United States",1190
"Charlotte Amalie, St. Thomas, Virgin Islands","Buenos Aires, Argentina",4689
"Charlotte Amalie, St. Thomas, Virgin Islands","Cap-Haitien, Haiti",442
"Charlotte Amalie, St. Thomas, Virgin Islands","Carmen, Mexico",1658
"Charlotte Amalie, St. Thomas, Virgin Islands","Cartagena, Colombia",811
"Charlotte Amalie, St. Thomas, Virgin Islands","Charleston, South Carolina, United States",1192
"Charlotte Amalie, St. Thomas, Virgin Islands","Charlottetown, Canada",1778
"Charlotte Amalie, St. Thomas, Virgin Islands","Cienfuegos, Cuba",973
"Charlotte Amalie, St. Thomas, Virgin Islands","Colon, Panama",1029
"Charlotte Amalie, St. Thomas, Virgin Islands","Dakar, Senegal",2751
"Charlotte Amalie, St. Thomas, Virgin Islands","Elizabeth Harbor, Bahamas",704
"Charlotte Amalie, St. Thomas, Virgin Islands","Fastnet Rock, Ireland",3279
"Charlotte Amalie, St. Thomas, Virgin Islands","Georgetown, Guyana",814
"Charlotte Amalie, St. Thomas, Virgin Islands","Guantanamo, Cuba",607
"Charlotte Amalie, St. Thomas, Virgin Islands","Halifax, Canada",1595
"Charlotte Amalie, St. Thomas, Virgin Islands","Hamilton, Bermuda",872
"Charlotte Amalie, St. Thomas, Virgin Islands","Inishtrahull, Ireland",3427
"Charlotte Amalie, St. Thomas, Virgin Islands","Jacksonville, Florida, United States",1181
"Charlotte Amalie, St. Thomas, Virgin Islands","Key West, Florida, United States",1036
"Charlotte Amalie, St. Thomas, Virgin Islands","Kingston, Jamaica",705
"Charlotte Amalie, St. Thomas, Virgin Islands","La Cuaira, Venezuela",479
"Charlotte Amalie, St. Thomas, Virgin Islands","La Habana, Cuba",1048
"Charlotte Amalie, St. Thomas, Virgin Islands","Las Palmas, Canary Islands",2791
"Charlotte Amalie, St. Thomas, Virgin Islands","Lisboa, Portugal",3147
"Charlotte Amalie, St. Thomas, Virgin Islands","Miami, Florida, United States",991
"Charlotte Amalie, St. Thomas, Virgin Islands","Montevideo, Uruguay",4575
"Charlotte Amalie, St. Thomas, Virgin Islands","Montreal, Canada",2405
"Charlotte Amalie, St. Thomas, Virgin Islands","New Amsterdam, Guyana",903
"Charlotte Amalie, St. Thomas, Virgin Islands","New York, New York, United States",1434
"Charlotte Amalie, St. Thomas, Virgin Islands","Norfolk, Virginia, United States",1296
"Charlotte Amalie, St. Thomas, Virgin Islands","Panama, Panama",1072
"Charlotte Amalie, St. Thomas, Virgin Islands","Pentland Firth, Scotland",3616
"Charlotte Amalie, St. Thomas, Virgin Islands","Philadelphia, Pennsylvania, United States",1434
"Charlotte Amalie, St. Thomas, Virgin Islands","Pointe A Pitre, Guadeloupe",267
"Charlotte Amalie, St. Thomas, Virgin Islands","Port Au Prince, Haiti",628
"Charlotte Amalie, St. Thomas, Virgin Islands","Port Castries, St. Lucia",346
"Charlotte Amalie, St. Thomas, Virgin Islands","Port Of Spain, Trinidad",518
"Charlotte Amalie, St. Thomas, Virgin Islands","Portland, Maine, United States",1557
"Charlotte Amalie, St. Thomas, Virgin Islands","Portsmouth, New Hampshire, United States",1534
"Charlotte Amalie, St. Thomas, Virgin Islands","Puerto Cabello, Venezuela",506
"Charlotte Amalie, St. Thomas, Virgin Islands","Puerto Cortes, Honduras",1343
"Charlotte Amalie, St. Thomas, Virgin Islands","Punta Arenas, Chile",5765
"Charlotte Amalie, St. Thomas, Virgin Islands","Recife, Brazil",2516
"Charlotte Amalie, St. Thomas, Virgin Islands","Rio De Janeiro, Brazil",3588
"Charlotte Amalie, St. Thomas, Virgin Islands","Salvador, Brazil",2907
"Charlotte Amalie, St. Thomas, Virgin Islands","San Juan Del Norte, Nicaragua",1199
"Charlotte Amalie, St. Thomas, Virgin Islands","Santa Barbara De Samana, Dominican Republic",261
"Charlotte Amalie, St. Thomas, Virgin Islands","Santa Cruz De Tenerife, Canary Islands",2764
"Charlotte Amalie, St. Thomas, Virgin Islands","Santo Domingo, Dominican Republic",300
"Charlotte Amalie, St. Thomas, Virgin Islands","Savannah, Georgia, United States",1210
"Charlotte Amalie, St. Thomas, Virgin Islands",Strait Of Gibraltar,3323
"Charlotte Amalie, St. Thomas, Virgin Islands","Straits Of Florida, United States",1087
